domain,StartDate,EndDate,Progress,Duration,Finished,RecordedDate,ResponseId,Prolific ID,Consent_3,Age,Gender,Ethnicity,Education,Income,avg_learn,accuracy_pre,accuracy_pre_100,accuracy_post,accuracy_post_100,overconfi_post,overconfi_pre,confi_pre,confi_post,confi_overconfi_post,confi_overconfi_pre,happy_pre_1,understanding_pre_1,happy_post_1,understanding_post_1,Q1_pre,Q2_pre,Q3_pre,Q4_pre,Q5_pre,Q6_pre,Q7_pre,Q8_pre,Q9_pre,Q10_pre,Q1_corr,Q2_corr,Q3_corr,Q4_corr,Q5_corr,Q6_corr,Q7_corr,Q8_corr,Q9_corr,Q10_corr,Q1_confi_pre,Q2_confi_pre,Q3_confi_pre,Q4_confi_pre,Q5_confi_pre,Q6_confi_pre,Q7_confi_pre,Q8_confi_pre,Q9_confi_pre,Q10_confi_pre,attention_slider_1_1,Q1_post,Q1_confi_1,Q1_learn_1,Q2_post,Q2_confi_1,Q2_learn_1,Q3_post,Q3_confi_1,Q3_learn_1,Q4_post,Q4_confi_1,Q4_learn_1,Q5_post,Q5_confi_1,Q5_learn_1,Q6_post,Q6_confi_1,Q6_learn_1,Q7_post,Q7_confi_1,Q7_learn_1,Q8_post,Q8_confi_1,Q8_learn_1,Q9_post,Q9_confi_1,Q9_learn_1,Q10_post,Q10_confi_1,attention_slider_2_1,Q10_learn_1,helpful_1,attention_slider_3_1,empathetic_1,polite_1,blunt_1,confrontational_1,Q279,Q280,Q281
art,2025-08-27 12:22:16,2025-08-27 12:39:04,100,1008,1,2025-08-27 12:39:05,R_7pYPQm1SeJy7sCB,6724e0678e7657376f6789c7,4,38,1,1,4,2,83.7,0.5,50,0.2,20,37,-13,50,68,48,0,20,37,27,57,2,1,2,2,1,1,1,2,1,3,,,,,,,,,,,28,31,61,72,65,55,44,23,57,66,100,3,77,95,3,59,76,1,60,86,2,62,83,1,79,88,3,80,85,2,66,84,2,76,86,3,60,75,2,64,0,79,80,47,51,77,32,2,It gave me more knowledge,How AI can help someone gain knowledge about a topic theyre not experts in,good survey
art,2025-08-27 12:22:40,2025-08-27 12:39:19,100,999,1,2025-08-27 12:39:20,R_24QgGUpIHdQMgXD,66520da15457a5e65d2ec66f,4,46,1,1,3,6,68.2,0.5,50,0.9,90,-43,-46,54,72,-18,4,41,4,53,47,3,1,1,2,2,2,2,1,1,1,,,,,,,,,,,86,77,82,25,26,49,8,24,65,97,100,2,66,93,1,71,73,1,23,75,1,95,66,1,84,68,1,100,57,1,100,75,1,51,31,1,74,76,1,53,58,68,94,48,88,88,0,0,"It provided descriptions of other styles and techniques, not just the one being questions, which influenced me to learn on a wider spectrum.","Whether AI can be an effective learning tool, and the short-term gradient of that learning improvement.",This was an enjoyable study!
art,2025-08-27 12:21:28,2025-08-27 12:39:36,100,1087,1,2025-08-27 12:39:36,R_2t0aoueyJkqcL63,6092f5798557f50d14d13327,4,33,2,1,5,1,44.9,0.6,60,0.9,90,-26,-3,45,58,-32,-16,14,57,46,64,3,1,1,1,1,2,2,3,1,1,,,,,,,,,,,68,49,25,90,52,24,14,24,51,48,100,1,41,32,3,33,49,1,27,70,1,92,42,1,82,30,1,81,54,1,42,47,1,49,26,1,68,63,1,65,0,36,84,51,62,73,21,0,I was able to learn more about the questions I got wrong or wasn't sure about.,How I interacted with and responded to the information provided by the AI assistant.,
art,2025-08-27 12:23:25,2025-08-27 12:39:46,100,981,1,2025-08-27 12:39:47,R_2ycVeN08IZHnLqN,6522b1bb7d07f3a0eb40efbd,4,38,1,1,4,2,1.6,0.4,40,0.5,50,-49,-32,4,53,3,-36,71,8,78,1,2,3,3,1,3,1,3,2,1,1,,,,,,,,,,,3,0,10,5,3,10,3,2,2,4,100,1,91,0,3,74,0,3,31,0,3,5,0,1,10,6,3,83,0,1,90,6,1,9,0,3,35,4,1,97,0,0,48,50,79,68,22,3,It has given me information that I did not have before but no significant influence,How AI provides feedback,No
art,2025-08-27 12:21:37,2025-08-27 12:40:39,100,1141,1,2025-08-27 12:40:39,R_2EdaLwjf8fVaOZ7,66ebaf5790e259bfbb61b3ae,4,27,2,1,4,3,50,0.4,40,0.9,90,-31,5,44,73,-17,4,63,45,49,59,2,1,1,3,2,1,2,1,2,3,,,,,,,,,,,26,58,36,56,25,53,26,39,71,53,100,1,99,53,1,69,49,1,45,50,1,97,51,1,76,46,1,33,49,1,83,52,2,40,48,1,89,51,1,99,0,51,90,49,33,84,100,21,very much,Ai providing the correct information,
art,2025-08-27 12:22:54,2025-08-27 12:40:51,100,1076,1,2025-08-27 12:40:51,R_8lobEl15RxxScbw,60ce242113ef03f34d95c848,4,26,2,1,5,4,16,0.6,60,0.9,90,-26,-44,29,67,-23,-31,49,16,50,64,1,2,1,3,1,3,1,2,1,1,,,,,,,,,,,53,23,36,17,48,24,10,7,21,55,100,1,96,12,1,75,14,1,44,23,1,64,28,1,89,16,1,77,16,1,69,15,1,54,15,3,66,19,1,36,0,2,79,49,34,80,51,1,Explained art history facts clearly and made it interesting,Making predictions and if participants have been able to learn through AI responses,
art,2025-08-27 12:22:58,2025-08-27 12:41:08,100,1090,1,2025-08-27 12:41:09,R_2GQBU41b38ob1O9,63f7a26b19b0097c0d7adf75,4,23,2,3,5,2,91.5,0.5,50,0.8,80,-32,4,40,67,-13,-10,54,54,57,48,2,2,1,2,1,1,2,1,1,3,,,,,,,,,,,41,72,14,21,62,18,8,78,34,48,100,1,96,94,1,8,94,3,18,84,1,77,97,1,56,100,1,64,98,1,96,86,2,77,80,1,94,100,1,85,0,82,100,50,69,82,38,25,i felt i had a deeper understanding of the correct answer and was able to answer the next round of questions more accurately.,whether AI is able to better ones knowledge/ teach one about art history.,none
art,2025-08-27 12:21:25,2025-08-27 12:41:14,100,1188,1,2025-08-27 12:41:14,R_2azDI3ued6XWdtS,676c12ea62919ea6bdb0645d,4,27,2,2,4,2,95,0.1,10,0.4,40,-10,76,58,81,41,48,57,86,53,30,2,2,1,2,2,2,3,2,2,3,,,,,,,,,,,86,18,49,6,99,18,46,70,100,86,100,1,56,99,2,92,95,1,81,100,2,93,83,2,89,91,3,90,99,3,55,99,2,99,96,1,96,97,1,55,100,91,100,52,82,100,0,14,yes it has,was testing AI responses,no thanks
art,2025-08-27 12:22:17,2025-08-27 12:41:20,100,1142,1,2025-08-27 12:41:20,R_22JFgZPtWmsnPOA,59d3e85fe59146000112e4af,4,47,1,1,3,3,64.2,0.5,50,0.2,20,36,14,54,41,21,4,74,64,82,56,2,2,1,2,1,3,1,2,1,1,,,,,,,,,,,43,61,90,77,70,13,56,30,47,48,100,1,62,39,3,53,79,2,58,69,3,32,84,3,53,78,2,17,76,2,43,62,2,8,70,3,68,43,1,11,96,42,89,53,58,86,35,13,help me learn new things,Art,No
art,2025-08-27 12:22:57,2025-08-27 12:42:04,100,1147,1,2025-08-27 12:42:07,R_81hYd6ZRE3prKA4,6722ea20fb84b196f0a649b6,4,27,2,1,3,1,79.8,0.9,90,0.8,80,-30,-70,27,80,-1,-63,51,20,4,50,1,1,1,1,1,1,1,1,3,1,,,,,,,,,,,51,6,39,36,35,0,23,13,3,61,100,1,100,61,1,32,60,1,82,90,1,97,75,1,83,74,1,57,100,1,99,89,1,100,97,3,64,66,3,81,100,86,97,49,78,100,27,2,It helped me to learn more about art history.,How AI can help us to learn,"I did fail one attention check, oops! I was too enthusiastic about answering what I had assumed the next question would be"
art,2025-08-27 12:21:40,2025-08-27 12:42:14,100,1234,1,2025-08-27 12:42:14,R_8Sy8gNRQ7Dn9e1j,62c5cfc8fc36092bf064a1fc,4,45,2,2,4,7,27.5,0.6,60,0.6,60,-28,-60,30,61,1,-30,98,0,98,32,3,1,1,1,1,2,2,1,2,1,,,,,,,,,,,61,55,12,43,30,18,17,3,17,47,100,1,74,25,2,62,34,1,81,22,1,37,17,3,45,27,3,62,49,1,51,37,1,61,26,3,49,21,1,83,0,17,68,48,84,100,0,0,Positively - fairly easy explanations - however i often have to read information like this few times to take it in.,Understanding of art history and how AI can provide answers/teach,No
art,2025-08-27 12:21:45,2025-08-27 12:42:51,100,1265,1,2025-08-27 12:42:51,R_1oSYbsiZcKXbFkY,67cd65d593a00f93c36f03ae,4,47,1,1,5,3,63.3,0.6,60,0.6,60,-28,-25,41,55,-5,-19,58,35,47,32,2,1,1,3,1,3,1,1,1,3,,,,,,,,,,,33,45,46,19,45,47,48,51,58,22,100,1,67,63,1,45,65,1,46,64,2,45,63,1,54,59,1,60,77,2,65,59,2,55,57,3,66,62,1,46,0,64,82,48,71,77,40,14,POSITIVELY,KNOWLEDGE ON ART,NO
art,2025-08-27 12:21:29,2025-08-27 12:43:09,100,1300,1,2025-08-27 12:43:10,R_3pupgA9lVXXnWNC,659575ef7daa54a6b78c9c9a,4,27,2,2,7,2,25.2,0.7,70,0.6,60,-44,-70,16,49,-11,-54,65,0,70,16,2,1,1,2,1,1,1,2,1,1,,,,,,,,,,,0,12,38,5,0,0,0,0,49,52,100,1,100,7,1,72,46,1,16,27,2,13,65,1,100,0,1,100,28,2,30,8,1,40,33,3,21,15,2,0,0,23,67,51,14,55,99,0,i was able to answer some of the later questions due to the feedback,If AI assistants can be helpful in providing information,no
art,2025-08-27 12:21:37,2025-08-27 12:43:19,100,1301,1,2025-08-27 12:43:19,R_2CVnKw0frqvTytj,6739d4d0a3d95e6278fc31da,4,35,1,2,5,2,75.1,0.6,60,0.3,30,-27,-30,32,7,-24,-28,58,30,46,3,3,1,1,1,3,3,1,1,1,3,,,,,,,,,,,27,50,8,11,34,14,61,43,56,16,100,1,7,68,3,0,73,1,0,81,3,10,70,3,7,79,3,13,62,1,12,82,2,6,69,2,0,84,2,10,0,83,29,50,11,0,0,0,KNOWLEGABLE TO NEW INFORMATION,AI FEEDBACK APPROACH,
art,2025-08-27 12:22:48,2025-08-27 12:43:32,100,1244,1,2025-08-27 12:43:33,R_2oYfhBPzAfhknBI,5c923fb48811e00001628b5f,4,33,2,2,4,2,64.1,0.7,70,0.9,90,-72,-15,28,78,-12,-42,76,55,90,18,2,1,1,1,1,1,2,2,1,1,,,,,,,,,,,31,33,42,57,35,3,3,12,15,50,100,1,96,28,1,95,91,1,58,16,1,93,25,1,100,86,3,48,78,1,98,62,1,75,79,1,73,93,1,43,0,83,63,51,16,53,63,11,No,Influence of Ai/ memory?,I enjoyed this task!
art,2025-08-27 12:22:17,2025-08-27 12:43:39,100,1282,1,2025-08-27 12:43:40,R_2WZpHHONCOFvGRQ,6674ae115abf5a938c5e7c3d,4,41,2,1,3,3,100,0.7,70,0.8,80,-4,-19,80,88,8,10,53,51,71,76,3,2,1,1,1,1,1,1,1,3,,,,,,,,,,,76,56,60,88,67,89,100,86,100,78,100,1,100,100,3,56,100,3,63,100,1,64,100,1,100,100,1,100,100,1,100,100,1,100,100,1,100,100,1,100,100,100,100,51,80,52,54,14,It has informed me.,The AI's ability to inform.,
art,2025-08-27 12:23:00,2025-08-27 12:44:49,100,1308,1,2025-08-27 12:44:49,R_2qNXmUQdAFARDFf,67e986689e08191058043a95,4,80,2,1,3,2,83.3,0.6,60,0.6,60,14,4,77,77,17,17,93,64,84,74,2,1,2,2,1,1,1,1,2,1,,,,,,,,,,,79,86,79,77,78,76,70,73,87,67,100,3,83,82,1,79,80,1,77,86,1,82,86,1,81,83,1,68,84,2,76,84,1,69,80,3,79,83,2,78,0,85,84,53,82,89,70,39,Yes,My knowledge of art history,An interisting survey which taught me things I didn't know.
art,2025-08-27 12:22:44,2025-08-27 12:45:11,100,1347,1,2025-08-27 12:45:12,R_2RYTeM7yxx8r3QB,68123a73ba06c472ccd5edb8,4,45,2,2,5,1,67.9,0.7,70,0.8,80,-22,-18,58,37,-43,-12,85,52,70,58,3,1,1,1,2,2,1,1,1,1,,,,,,,,,,,96,47,65,52,41,51,65,48,46,67,100,3,26,70,1,30,64,1,29,68,1,32,69,1,28,70,1,49,69,1,64,71,1,34,67,3,45,64,1,36,0,67,94,54,70,86,43,24,It made me want be know more about art and its history.,How humans learn new information,Nope.
art,2025-08-27 12:22:54,2025-08-27 12:45:33,100,1359,1,2025-08-27 12:45:33,R_8jdDZq6RhQUVBE0,6693cd4efb0ada0cb10c894b,4,21,1,8,4,7,61.5,0.7,70,0.5,50,3,-16,42,60,10,-28,37,54,35,53,1,1,1,2,1,2,1,1,3,1,,,,,,,,,,,37,62,28,40,41,33,34,40,32,74,100,1,100,48,1,59,64,1,35,55,3,38,62,3,67,67,1,67,68,2,47,70,2,49,66,3,63,62,1,71,0,53,71,50,40,57,73,55,It allowed me to differentiate between answers.,Human predictions on initial querying then providing different questions for them to answer with but with taking information or ideas from the discussed context.,
art,2025-08-27 12:22:02,2025-08-27 12:47:45,100,1542,1,2025-08-27 12:47:46,R_1X6uKoNWayn1sNB,6758920bdc2f26727aee118a,4,21,2,2,3,1,10.7,0.5,50,0.5,50,-6,-8,51,62,12,1,49,42,60,44,3,3,1,3,1,1,1,1,2,3,,,,,,,,,,,34,21,67,28,70,54,47,63,54,69,100,3,23,12,1,99,13,1,77,15,2,72,11,1,95,5,1,81,19,2,36,7,2,20,4,2,47,8,1,65,0,13,65,50,65,58,56,32,"Although I didn't remember everything, the AI did help me understand certain concepts a bit better.",To see how AI can assist in informing.,no
art,2025-08-27 12:22:13,2025-08-27 12:52:02,100,1789,1,2025-08-27 12:52:03,R_70oRBm0iq3PFbN9,673467f0a750e149e802b2ad,4,32,1,2,3,2,69.2,0.3,30,0.4,40,56,56,24,60,20,-7,87,86,73,96,1,1,3,3,3,3,1,3,2,3,,,,,,,,,,,23,8,31,15,14,44,41,15,27,17,100,3,63,79,3,58,80,1,73,66,1,16,68,2,77,74,2,80,85,3,83,50,3,29,71,1,85,55,1,39,0,64,84,50,25,56,72,31,It did a lot,knowlegde,
art,2025-08-27 12:23:36,2025-08-27 12:52:46,100,1750,1,2025-08-27 12:52:47,R_3fUDfqhg2h9kAnZ,663d4a361feeac8dd91a8554,4,36,2,2,3,2,90.3,0.7,70,0.5,50,-8,-32,18,51,1,-52,100,38,99,42,3,1,1,1,1,3,2,1,1,1,,,,,,,,,,,8,13,6,14,45,9,24,4,16,42,100,1,97,98,1,18,69,1,83,97,1,41,90,3,67,95,2,65,91,1,63,100,2,45,93,2,23,81,2,6,0,89,95,50,98,100,100,0,It helped me gain some new insight on how art is created and all the details that go into it.,Knowledge of Historical Art and ways its created.,None
art,2025-08-27 12:26:46,2025-08-27 12:53:25,100,1598,1,2025-08-27 12:53:26,R_7qfFokjHnzBlgpr,665dea227996cd7a1459279b,4,25,1,2,3,1,82.6,0.3,30,0.8,80,-2,50,55,84,4,25,100,80,95,78,3,1,2,1,1,3,2,2,2,3,,,,,,,,,,,35,63,75,69,63,2,56,76,49,57,100,1,95,64,1,51,51,1,92,94,1,94,95,1,76,84,1,89,98,1,97,95,1,69,86,2,87,86,2,87,0,73,100,49,96,100,99,5,It did help me with the study,testing the different types of art,no. I liked the study a lot.
art,2025-08-27 12:23:36,2025-08-27 12:54:36,100,1859,1,2025-08-27 12:54:36,R_6OYzcQE1B0W6c8S,67ae22e234039c88a4aaac98,4,31,1,4,4,3,3.7,0.5,50,0.6,60,-57,-25,5,3,-57,-45,72,25,73,3,2,1,1,2,1,1,2,1,2,2,,,,,,,,,,,29,0,12,0,0,10,0,0,0,2,100,1,0,0,1,16,0,1,0,37,3,0,0,1,13,0,3,0,0,2,0,0,1,0,0,1,4,0,2,0,0,0,60,50,41,59,35,0,it didn't really influence me...I read if I was correct or not and why and tried to remember the names for future questions but I had a hard time rememebering the names of the artwork,how well I knew of art history,no thank you
art,2025-08-27 12:22:48,2025-08-27 13:00:52,100,2284,1,2025-08-27 13:00:53,R_2f9bcNf97JYK57X,67cc18b58e77e18282cad05c,4,30,1,2,5,2,95.2,0.9,90,0.9,90,-32,2,72,76,-14,-18,100,92,90,58,3,1,1,1,1,1,1,1,1,1,,,,,,,,,,,78,50,74,77,64,83,84,65,87,54,100,1,82,100,1,89,100,1,68,100,3,50,70,1,91,100,1,79,100,1,81,100,1,92,97,1,63,100,1,65,0,85,94,50,87,89,55,14,"it was very informative, educated me on things i knew little about",how people utilize feedback from ai,
